Model,Accuracy,Macro Precision,Macro Recall,Macro F1,ROC-AUC,QWK,Parameters
Custom CNN,0.5007982969664715,0.27506590999185254,0.27784820462789217,0.24907945913698964,0.6688393159593605,0.26827507682831875,423877
