accuracy,loss,val_accuracy,val_loss,learning_rate
0.3847119212150574,1.4428882598876953,0.5644302368164062,1.1626795530319214,0.0010000000474974513
0.42726755142211914,1.252179503440857,0.3817891478538513,1.271130919456482,0.0010000000474974513
0.430918425321579,1.2057034969329834,0.3796592056751251,1.1822994947433472,0.0010000000474974513
0.44073018431663513,1.138917326927185,0.5415335297584534,1.0456122159957886,0.0005000000237487257
0.4553337097167969,1.1091184616088867,0.5143769979476929,1.0671780109405518,0.0005000000237487257
0.46012550592422485,1.108967661857605,0.4483492970466614,1.113047480583191,0.0005000000237487257
0.45807188749313354,1.0927187204360962,0.5532481074333191,0.9927480220794678,0.0002500000118743628
0.4619509279727936,1.0824387073516846,0.530351459980011,1.0198227167129517,0.0002500000118743628
0.46913862228393555,1.0715456008911133,0.48296058177948,1.064896821975708,0.0002500000118743628
0.46891042590141296,1.0729695558547974,0.5383386611938477,1.027695894241333,0.0001250000059371814
