Model,Test Accuracy,Macro Precision,Macro Recall,Macro F1,ROC-AUC,QWK,Parameters,Stage 1 Time (min),Stage 2 Time (min)
MobileNetV2,0.533794571580628,0.48142594364202135,0.5922992447729045,0.4546698039180413,0.8624459693363409,0.6829998496231235,2422597,14.27091362476349,13.108390728632608
